[Connect DataFile][1.1]
Date:;04/06/2025
Time:;14:48:53,583
Unit:;°C
Resolution:;0,05
Values:;5
Time;Head;1;2;3;4;
00:00:23,450;165,2;464,0;484,1;492,6;513,7;
00:00:23,500;265,3;460,5;472,2;488,0;507,3;
00:00:23,550;304,1;463,1;476,7;497,3;513,1;
00:00:23,600;308,9;461,8;468,5;489,3;508,0;
00:00:23,650;308,0;466,6;476,0;492,8;511,6;
00:00:23,700;203,9;472,4;469,9;477,5;501,3;
00:00:23,750;212,4;467,2;476,0;478,6;502,4;
00:00:23,800;304,0;456,1;475,7;478,4;503,1;
00:00:23,850;305,8;449,9;480,2;481,0;507,8;
00:00:23,900;295,4;447,8;479,8;478,5;505,0;
00:00:23,950;285,0;445,6;479,3;476,0;502,2;
00:00:24,000;301,7;437,3;462,1;465,7;494,3;
00:00:24,050;233,3;447,9;465,3;474,0;497,8;
00:00:24,100;164,8;458,5;468,5;482,3;501,3;
00:00:24,150;283,7;461,9;476,9;495,2;510,5;
00:00:24,200;293,7;462,9;476,0;493,4;510,5;
00:00:24,250;303,6;463,8;475,0;491,6;510,4;
00:00:24,300;255,6;473,9;480,0;488,8;507,7;
00:00:24,350;280,0;463,3;477,3;483,1;504,5;
00:00:24,400;304,4;452,6;474,5;477,3;501,2;
00:00:24,450;304,7;446,4;471,6;474,5;500,8;
00:00:24,500;235,5;453,9;481,4;478,0;501,8;
00:00:24,550;243,4;448,4;480,5;476,3;499,6;
00:00:24,600;296,6;435,7;466,2;468,9;496,7;
00:00:24,650;300,9;445,7;468,5;476,3;499,6;
00:00:24,700;188,6;455,0;464,5;477,6;497,5;
00:00:24,750;233,2;459,0;473,0;490,7;505,0;
00:00:24,800;301,2;457,8;467,8;488,9;505,9;
00:00:24,850;304,8;458,9;468,4;488,5;506,9;
00:00:24,900;232,3;454,8;458,5;463,1;466,8;
00:00:24,950;236,6;462,6;471,7;474,7;499,2;
00:00:25,000;295,6;455,8;474,2;476,2;500,3;
00:00:25,050;256,4;457,4;479,9;477,4;500,1;
00:00:25,100;217,2;459,0;485,6;478,5;499,9;
00:00:25,150;160,7;450,0;477,2;473,0;496,3;
00:00:25,200;331,4;438,9;439,4;455,9;459,3;
00:00:25,250;300,9;442,8;467,5;475,9;499,4;
00:00:25,300;252,0;457,8;476,6;485,6;501,2;
00:00:25,350;229,3;456,0;469,4;486,1;501,5;
00:00:25,400;299,1;454,4;463,6;485,7;503,0;
00:00:25,450;304,0;456,3;463,5;483,7;501,7;
00:00:25,500;266,7;464,8;473,8;485,7;504,1;
00:00:25,550;171,3;460,5;463,8;468,5;492,5;
00:00:25,600;283,7;457,7;472,3;474,7;498,4;
00:00:25,650;300,5;444,4;468,8;472,4;496,6;
00:00:25,700;289,0;452,9;484,2;481,0;502,7;
00:00:25,750;160,9;449,0;470,9;466,7;491,3;
00:00:25,800;273,2;437,0;468,7;468,2;493,0;
00:00:25,850;299,8;434,3;456,6;463,7;490,1;
00:00:25,900;272,4;444,0;463,3;475,7;496,1;
00:00:25,950;245,0;453,6;469,9;487,6;502,1;
00:00:26,000;294,9;452,9;466,1;487,3;503,3;
00:00:26,050;292,1;458,3;470,5;486,8;504,2;
00:00:26,100;289,3;463,7;474,8;486,2;505,1;
00:00:26,150;169,8;455,6;458,5;467,5;491,5;
00:00:26,200;234,9;448,2;461,2;467,9;491,4;
00:00:26,250;299,9;440,8;463,8;468,2;491,3;
00:00:26,300;296,1;442,5;475,6;476,0;500,1;
00:00:26,350;185,4;449,5;476,6;470,8;492,8;
00:00:26,400;285,0;432,8;467,6;467,2;492,1;
00:00:26,450;295,9;428,5;452,8;457,2;484,5;
00:00:26,500;265,3;446,2;468,1;476,8;495,4;
00:00:26,550;176,2;451,0;463,3;478,6;493,9;
00:00:26,600;284,1;452,3;468,4;488,1;502,2;
00:00:26,650;297,9;451,2;459,2;481,0;498,2;
00:00:26,700;294,5;456,9;469,3;485,3;502,3;
00:00:26,750;230,8;450,9;449,0;453,9;463,9;
00:00:26,800;282,6;451,8;467,9;471,4;494,5;
00:00:26,850;297,8;442,0;465,0;469,2;491,1;
00:00:26,900;227,2;443,5;466,2;466,3;488,8;
00:00:26,950;156,5;444,9;467,4;463,3;486,4;
00:00:27,000;258,9;438,2;471,6;468,4;491,0;
00:00:27,050;268,3;442,9;471,8;474,9;494,9;
00:00:27,100;277,6;447,6;472,0;481,3;498,8;
00:00:27,150;169,0;442,5;454,7;470,3;487,8;
00:00:27,200;233,3;445,7;455,4;474,4;491,7;
00:00:27,250;297,6;448,8;456,1;478,5;495,6;
00:00:27,300;295,8;451,6;462,4;482,1;499,4;
00:00:27,350;222,5;455,8;462,9;473,3;494,3;
00:00:27,400;256,2;452,6;464,7;468,4;491,1;
00:00:27,450;290,2;444,2;464,7;469,0;491,5;
00:00:27,500;294,1;437,9;466,6;469,8;492,0;
00:00:27,550;185,1;450,0;472,7;467,3;487,7;
00:00:27,600;184,3;440,0;470,5;466,8;488,4;
00:00:27,650;287,6;425,8;455,3;458,4;484,0;
00:00:27,700;290,8;436,8;463,1;472,5;492,7;
00:00:27,750;290,8;436,8;463,1;472,5;492,7;
00:00:27,800;290,8;436,8;463,1;472,5;492,7;
00:00:27,850;290,8;436,8;463,1;472,5;492,7;
00:00:27,900;290,8;436,8;463,1;472,5;492,7;
00:00:27,950;290,8;436,8;463,1;472,5;492,7;
00:00:28,000;290,8;436,8;463,1;472,5;492,7;
00:00:28,050;290,8;436,8;463,1;472,5;492,7;
00:00:28,100;290,8;436,8;463,1;472,5;492,7;
00:00:28,150;290,8;436,8;463,1;472,5;492,7;
00:00:28,200;290,8;436,8;463,1;472,5;492,7;
00:00:28,250;290,8;436,8;463,1;472,5;492,7;
00:00:28,300;290,8;436,8;463,1;472,5;492,7;
00:00:28,350;290,8;436,8;463,1;472,5;492,7;
00:00:28,400;290,8;436,8;463,1;472,5;492,7;
00:00:28,450;290,8;436,8;463,1;472,5;492,7;
00:00:28,500;290,8;436,8;463,1;472,5;492,7;
00:00:28,550;290,8;436,8;463,1;472,5;492,7;
00:00:28,600;290,8;436,8;463,1;472,5;492,7;
00:00:28,650;290,8;436,8;463,1;472,5;492,7;
00:00:28,700;290,8;436,8;463,1;472,5;492,7;
00:00:28,750;290,8;436,8;463,1;472,5;492,7;
00:00:28,800;290,8;436,8;463,1;472,5;492,7;
00:00:28,850;290,8;436,8;463,1;472,5;492,7;
00:00:28,900;249,3;441,5;460,8;470,5;487,9;
00:00:28,950;207,7;446,2;458,4;468,5;483,1;
00:00:29,000;197,2;445,2;460,3;477,3;491,5;
00:00:29,050;245,4;445,9;457,6;476,6;491,9;
00:00:29,100;293,6;446,5;454,9;475,8;492,3;
00:00:29,150;288,7;452,2;465,5;480,9;496,0;
00:00:29,200;285,9;448,1;463,6;473,4;492,0;
00:00:29,250;283,1;443,9;461,7;465,8;488,0;
00:00:29,300;293,0;433,8;456,8;462,4;483,0;
00:00:29,350;262,7;438,4;468,8;469,0;489,7;
00:00:29,400;154,4;438,7;464,7;460,7;481,2;
00:00:29,450;269,5;429,3;465,0;462,7;484,7;
00:00:29,500;290,6;422,2;448,4;455,3;479,1;
00:00:29,550;296,5;441,8;466,2;476,9;490,4;
00:00:29,600;298,3;435,5;449,7;464,9;479,7;
00:00:29,650;176,8;444,3;463,1;481,1;488,0;
00:00:29,700;334,8;444,1;458,7;481,8;482,9;
00:00:29,750;321,6;455,0;470,6;486,1;483,4;
00:00:29,800;308,4;465,8;482,4;490,3;483,8;
00:00:29,850;436,1;474,5;485,7;475,8;467,3;
00:00:29,900;455,8;475,9;462,8;333,6;306,8;
00:00:29,950;475,5;477,3;439,8;191,3;146,3;
00:00:30,000;418,2;389,3;185,1;146,8;143,2;
00:00:30,050;279,6;265,7;162,8;142,4;139,7;
00:00:30,100;140,9;142,1;140,5;137,9;136,2;
00:00:30,150;139,4;140,6;140,5;137,6;135,2;
00:00:30,200;138,5;139,9;139,5;137,3;135,3;
00:00:30,250;137,6;139,2;138,4;136,9;135,4;
00:00:30,300;137,9;140,6;140,2;138,7;136,6;
00:00:30,350;139,2;142,7;141,9;140,6;140,3;
00:00:30,400;140,6;144,4;143,9;142,7;141,6;
00:00:30,450;141,1;147,6;145,5;144,6;141,6;
00:00:30,500;151,0;304,3;211,9;149,8;144,1;
00:00:30,550;398,0;498,5;483,5;401,6;155,5;
00:00:30,600;471,3;507,9;504,4;496,7;387,5;
00:00:30,650;478,0;488,7;496,8;502,6;492,3;
00:00:30,700;455,3;482,3;490,8;505,1;502,7;
00:00:30,750;332,1;474,6;490,0;500,7;503,7;
00:00:30,800;208,8;466,8;489,2;496,2;504,7;
00:00:30,850;375,4;469,0;491,7;501,1;507,2;
00:00:30,900;348,6;472,3;491,4;495,4;507,5;
00:00:30,950;321,7;475,5;491,1;489,7;507,8;
00:00:31,000;317,7;474,2;494,3;494,0;512,3;
00:00:31,050;308,1;477,6;497,3;491,6;507,0;
00:00:31,100;298,5;480,9;500,2;489,2;501,6;
00:00:31,150;178,1;470,2;482,1;473,9;486,3;
00:00:31,200;248,3;464,0;483,2;477,7;494,9;
00:00:31,250;318,4;457,8;484,3;481,5;503,4;
00:00:31,300;309,4;466,3;496,5;491,8;508,4;
00:00:31,350;237,0;461,2;484,6;487,8;503,4;
00:00:31,400;313,6;447,1;474,2;486,1;501,1;
00:00:31,450;318,4;456,4;477,6;487,5;498,6;
00:00:31,500;303,5;467,2;487,9;495,9;503,0;
00:00:31,550;172,0;466,1;476,1;480,8;499,5;
00:00:31,600;285,8;474,2;491,8;489,9;508,7;
00:00:31,650;314,9;470,1;490,8;490,4;513,4;
00:00:31,700;311,4;474,6;494,8;489,1;505,7;
00:00:31,750;308,5;466,9;491,6;487,5;500,7;
00:00:31,800;305,5;459,1;488,3;485,8;495,6;
00:00:31,850;316,0;453,9;480,8;477,9;492,6;
00:00:31,900;255,1;457,0;480,7;480,3;496,3;
00:00:31,950;194,2;460,1;480,5;482,6;500,0;
00:00:32,000;301,0;452,2;482,4;490,8;503,4;
00:00:32,050;305,8;458,7;485,1;493,9;504,0;
00:00:32,100;310,6;465,2;487,7;497,0;504,5;
00:00:32,150;310,6;465,2;487,7;497,0;504,5;
00:00:32,200;254,8;469,8;486,1;486,0;505,0;
00:00:32,250;313,5;468,9;488,0;488,8;511,9;
00:00:32,300;310,6;466,7;488,6;488,0;508,6;
00:00:32,350;240,4;470,3;486,2;478,4;490,6;
00:00:32,400;240,4;470,3;486,2;478,4;490,6;
00:00:32,450;309,9;452,9;481,3;480,5;491,9;
00:00:32,500;309,9;456,4;484,8;481,2;500,3;
00:00:32,550;195,0;461,6;478,0;478,4;495,6;
00:00:32,600;258,1;460,2;486,4;487,7;500,9;
00:00:32,650;258,1;460,2;486,4;487,7;500,9;
00:00:32,700;310,7;459,6;482,5;494,1;501,1;
00:00:32,750;288,2;464,4;483,9;489,6;502,5;
00:00:32,800;265,7;469,2;485,3;485,0;503,8;
00:00:32,850;308,9;466,8;487,0;487,4;508,1;
00:00:32,900;308,9;466,8;487,0;487,4;508,1;
00:00:32,950;239,4;474,0;491,3;479,5;488,3;
00:00:33,000;205,1;466,2;482,5;472,9;483,8;
00:00:33,050;256,5;458,1;482,3;476,3;491,4;
00:00:33,100;307,8;450,0;482,0;479,6;498,9;
00:00:33,150;307,8;450,0;482,0;479,6;498,9;
00:00:33,200;235,2;451,5;477,2;482,3;497,0;
00:00:33,250;309,5;440,2;465,4;477,8;490,1;
00:00:33,300;310,6;452,3;473,8;484,5;494,0;
00:00:33,350;278,6;460,7;478,9;486,0;495,7;
00:00:33,400;278,6;460,7;478,9;486,0;495,7;
00:00:33,450;292,8;465,7;485,0;485,7;503,4;
00:00:33,500;308,7;463,6;484,1;485,1;506,3;
00:00:33,550;298,5;469,4;491,5;483,3;494,7;
00:00:33,600;301,6;459,5;485,5;481,2;491,4;
00:00:33,650;301,6;459,5;485,5;481,2;491,4;
00:00:33,700;309,5;448,4;474,3;471,2;489,6;
00:00:33,750;272,8;452,7;477,8;476,6;492,7;
00:00:33,800;236,0;456,9;481,2;481,9;495,8;
00:00:33,850;302,3;440,8;470,8;481,1;494,8;
00:00:33,900;302,3;440,8;470,8;481,1;494,8;
00:00:33,950;303,2;458,5;481,2;489,2;496,2;
00:00:34,000;184,9;451,0;464,9;472,1;489,1;
00:00:34,050;246,4;456,2;473,0;477,3;496,8;
00:00:34,100;307,8;461,3;481,1;482,5;504,4;
00:00:34,150;307,8;461,3;481,1;482,5;504,4;
00:00:34,200;219,5;464,8;481,0;472,2;481,1;
00:00:34,250;288,9;453,6;481,7;480,2;487,0;
00:00:34,300;306,4;445,2;472,8;471,9;484,3;
00:00:34,350;297,7;451,7;481,2;478,4;495,5;
00:00:34,400;297,7;451,7;481,2;478,4;495,5;
00:00:34,450;278,0;450,6;479,4;483,1;495,1;
00:00:34,500;305,4;440,5;464,6;476,1;487,1;
00:00:34,550;303,2;454,6;479,1;489,6;495,0;
00:00:34,600;292,3;457,9;480,1;485,7;497,0;
00:00:34,650;292,3;457,9;480,1;485,7;497,0;
00:00:34,700;304,8;459,3;480,0;481,7;500,8;
00:00:34,750;248,2;462,4;478,3;474,4;487,6;
00:00:34,800;191,5;465,5;476,6;467,1;474,3;
00:00:34,850;239,6;458,9;480,7;473,1;481,9;
00:00:34,900;239,6;458,9;480,7;473,1;481,9;
00:00:34,950;300,6;445,9;480,0;477,6;495,2;
00:00:35,000;234,4;456,9;479,8;477,4;492,2;
00:00:35,050;269,8;446,5;469,7;474,5;486,6;
00:00:35,100;305,2;436,1;459,6;471,5;480,9;
00:00:35,150;305,2;436,1;459,6;471,5;480,9;
00:00:35,200;251,7;451,5;469,6;477,5;488,5;
00:00:35,250;215,0;460,2;474,9;475,2;491,5;
00:00:35,300;295,2;458,2;479,4;480,7;498,6;
00:00:35,350;301,5;456,9;478,5;479,3;497,7;
00:00:35,400;301,5;456,9;478,5;479,3;497,7;
00:00:35,450;170,0;454,8;466,9;461,1;470,7;
00:00:35,500;291,7;446,1;474,2;472,4;482,6;
00:00:35,550;301,3;441,8;469,6;467,4;486,1;
00:00:35,600;281,9;445,1;473,0;473,3;488,0;
00:00:35,650;281,9;445,1;473,0;473,3;488,0;
00:00:35,700;298,4;431,0;458,9;471,4;483,8;
00:00:35,750;294,3;442,1;467,2;476,1;485,8;
00:00:35,800;290,1;453,1;475,4;480,7;487,8;
00:00:35,850;168,9;449,4;462,1;467,0;485,0;
00:00:35,900;168,9;449,4;462,1;467,0;485,0;
00:00:35,950;300,3;453,5;475,2;477,2;497,4;
00:00:36,000;296,2;458,3;480,9;477,3;488,5;
00:00:36,050;293,7;450,9;477,1;475,5;484,6;
00:00:36,100;291,1;443,4;473,3;473,7;480,6;
00:00:36,150;291,1;443,4;473,3;473,7;480,6;
00:00:36,200;277,1;446,6;476,8;474,6;490,2;
00:00:36,250;178,1;444,9;466,7;468,6;485,0;
00:00:36,300;286,4;436,2;468,2;476,4;487,7;
00:00:36,350;299,4;437,0;460,6;472,3;480,6;
00:00:36,400;299,4;437,0;460,6;472,3;480,6;
00:00:36,450;218,6;450,4;460,9;466,8;478,6;
00:00:36,500;242,5;454,8;471,3;473,9;490,7;
00:00:36,550;299,0;454,2;474,2;475,7;495,6;
00:00:36,600;235,0;452,4;468,1;466,7;481,5;
00:00:36,650;235,0;452,4;468,1;466,7;481,5;
00:00:36,700;269,4;449,0;475,4;472,1;477,3;
00:00:36,750;279,9;446,7;476,7;473,5;483,1;
00:00:36,800;290,3;444,4;478,0;474,8;488,9;
00:00:36,850;184,9;445,8;464,8;466,2;480,9;
00:00:36,900;184,9;445,8;464,8;466,2;480,9;
00:00:36,950;299,0;433,4;456,3;467,1;475,1;
00:00:37,000;297,0;444,1;468,1;479,7;485,7;
00:00:37,050;240,9;448,9;467,6;474,8;487,1;
00:00:37,100;184,7;453,7;467,0;469,8;488,4;
00:00:37,150;184,7;453,7;467,0;469,8;488,4;
00:00:37,200;351,2;460,9;472,1;474,7;497,0;
00:00:37,250;304,1;471,7;474,8;478,4;487,5;
00:00:37,300;224,0;476,9;469,4;481,4;482,4;
00:00:37,350;443,8;463,3;464,3;482,6;474,3;
00:00:37,400;443,8;463,3;464,3;482,6;474,3;
00:00:37,450;456,9;483,9;476,3;324,0;153,9;
00:00:37,500;372,3;344,3;231,1;148,8;141,4;
00:00:37,550;148,5;145,3;140,5;139,4;136,9;
00:00:37,600;143,0;142,7;139,5;137,4;134,6;
00:00:37,650;143,0;142,7;139,5;137,4;134,6;
00:00:37,700;137,9;139,2;137,4;134,1;132,6;
00:00:37,750;137,5;139,7;138,4;137,6;134,4;
00:00:37,800;137,1;140,2;139,4;141,1;136,2;
00:00:37,850;136,9;141,4;140,9;143,2;140,2;
00:00:37,900;136,9;141,4;140,9;143,2;140,2;
00:00:37,950;141,1;147,6;146,0;145,3;141,9;
00:00:38,000;143,4;188,9;151,1;146,3;144,1;
00:00:38,050;335,7;486,3;449,1;326,1;161,2;
00:00:38,100;481,5;509,2;511,9;500,8;447,2;
00:00:38,150;481,5;509,2;511,9;500,8;447,2;
00:00:38,200;436,8;489,3;491,8;507,9;504,7;
00:00:38,250;269,5;484,3;494,6;496,4;511,7;
00:00:38,300;392,9;458,5;484,3;491,4;512,2;
00:00:38,350;326,3;455,7;482,4;483,6;503,4;
00:00:38,400;168,3;464,1;498,2;500,3;512,9;
00:00:38,450;256,4;468,9;502,6;504,1;514,5;
00:00:38,500;302,8;473,3;496,1;494,4;512,9;
00:00:38,550;312,8;469,8;497,8;504,4;526,7;
00:00:38,600;270,1;475,6;496,6;502,8;522,0;
00:00:38,650;227,4;481,3;495,3;501,2;517,2;
00:00:38,700;179,1;472,7;491,7;500,3;517,6;
00:00:38,750;244,8;462,8;487,8;498,3;516,8;
00:00:38,800;310,4;452,9;483,9;496,2;516,0;
00:00:38,850;287,3;465,1;497,6;502,2;516,9;
00:00:38,900;298,8;457,2;486,9;491,0;508,6;
00:00:38,950;310,2;449,2;476,1;479,8;500,2;
00:00:39,000;310,4;455,7;484,9;487,3;504,5;
00:00:39,050;253,0;466,5;496,4;495,8;509,8;
00:00:39,100;227,6;472,4;496,2;494,7;514,4;
00:00:39,150;302,4;470,1;496,3;501,5;522,6;
00:00:39,200;309,4;469,9;495,8;504,9;527,1;
00:00:39,250;264,9;478,5;500,3;506,3;522,6;
00:00:39,300;161,8;473,1;483,6;492,0;510,0;
00:00:39,350;297,2;460,1;487,7;497,7;511,7;
00:00:39,400;308,1;452,0;476,8;488,7;510,4;
00:00:39,450;279,2;455,6;483,8;490,2;509,1;
00:00:39,500;250,3;459,1;490,8;491,6;507,8;
00:00:39,550;303,7;447,5;477,8;482,0;502,3;
00:00:39,600;277,8;455,9;488,2;490,5;506,6;
00:00:39,650;251,8;464,2;498,5;498,9;510,8;
00:00:39,700;176,8;470,0;491,7;490,1;508,0;
00:00:39,750;241,3;468,7;492,1;496,2;515,9;
00:00:39,800;305,8;467,3;492,5;502,3;523,7;
00:00:39,850;305,8;467,3;492,5;502,3;523,7;
00:00:39,900;305,8;467,3;492,5;502,3;523,7;
00:00:39,950;305,8;467,3;492,4;502,3;523,6;
00:00:40,000;305,8;467,3;492,4;502,3;523,6;
00:00:40,050;305,8;467,3;492,4;502,3;523,6;
00:00:40,100;305,8;467,3;492,4;502,3;523,6;
00:00:40,150;305,8;467,3;492,4;502,3;523,6;
00:00:40,200;305,8;467,3;492,4;502,3;523,6;
00:00:40,250;305,8;467,3;492,4;502,3;523,6;
00:00:40,300;305,8;467,3;492,4;502,3;523,6;
00:00:40,350;305,8;467,3;492,4;502,3;523,6;
00:00:40,400;305,8;467,3;492,4;502,3;523,6;
00:00:40,450;305,8;467,3;492,4;502,3;523,6;
00:00:40,500;305,8;467,3;492,4;502,3;523,6;
00:00:40,550;305,8;467,3;492,4;502,3;523,6;
00:00:40,600;305,8;467,3;492,4;502,3;523,6;
00:00:40,650;305,8;467,3;492,4;502,3;523,6;
00:00:40,700;305,8;467,3;492,4;502,3;523,6;
00:00:40,750;305,8;467,3;492,4;502,3;523,6;
00:00:40,800;305,8;467,3;492,4;502,3;523,6;
00:00:40,850;305,8;467,3;492,4;502,3;523,6;
00:00:40,900;305,8;467,3;492,4;502,3;523,6;
00:00:40,950;305,8;467,3;492,4;502,3;523,6;
00:00:41,000;307,5;461,3;489,3;500,1;522,0;
00:00:41,050;285,9;470,4;493,8;502,1;520,3;
00:00:41,100;163,4;468,1;477,9;486,1;504,4;
00:00:41,150;279,1;459,7;486,6;497,7;509,8;
00:00:41,200;305,0;449,4;476,2;487,3;504,0;
00:00:41,250;299,2;453,7;489,3;495,6;511,0;
00:00:41,300;188,9;458,0;482,1;484,5;499,4;
00:00:41,350;270,7;448,8;479,8;483,1;500,2;
00:00:41,400;305,9;444,1;471,8;475,3;492,3;
00:00:41,450;238,5;454,8;479,4;480,7;496,8;
00:00:41,500;171,1;465,5;487,0;486,0;501,3;
00:00:41,550;285,2;464,4;490,4;493,3;513,2;
00:00:41,600;289,6;467,1;492,0;497,9;516,6;
00:00:41,650;294,0;469,7;493,5;502,5;520,0;
00:00:41,700;178,3;466,9;477,4;487,7;503,7;
00:00:41,750;241,6;456,9;474,8;485,2;501,9;
00:00:41,800;304,8;446,8;472,1;482,7;500,0;
00:00:41,850;299,9;446,1;481,6;491,1;507,4;
00:00:41,900;295,3;446,0;480,9;487,4;503,6;
00:00:41,950;290,7;445,9;480,1;483,7;499,7;
00:00:42,000;303,5;440,3;467,1;470,5;489,1;
00:00:42,050;295,8;451,5;484,9;487,9;501,2;
00:00:42,100;172,0;459,2;479,7;479,8;494,8;
00:00:42,150;257,6;463,5;488,6;489,1;508,5;
00:00:42,200;300,0;459,3;486,1;495,8;516,7;
00:00:42,250;297,4;466,4;490,6;500,1;518,6;
00:00:42,300;219,8;469,3;487,4;494,1;508,2;
00:00:42,350;232,4;457,1;480,7;491,5;504,6;
00:00:42,400;302,5;446,0;473,4;483,8;497,8;
00:00:42,450;234,4;446,2;472,4;480,3;495,7;
00:00:42,500;166,3;446,3;471,4;476,8;493,6;
00:00:42,550;272,7;449,2;481,8;483,9;499,1;
00:00:42,600;284,6;450,1;483,8;486,9;500,1;
00:00:42,650;296,5;450,9;485,8;489,8;501,0;
00:00:42,700;205,4;459,0;487,8;486,9;497,3;
00:00:42,750;253,4;457,2;485,8;491,3;506,6;
00:00:42,800;301,3;455,4;483,7;495,6;515,8;
00:00:42,850;298,3;461,6;486,0;496,1;516,1;
00:00:42,900;283,7;457,4;483,4;494,3;510,3;
00:00:42,950;269,1;453,1;480,8;492,4;504,5;
00:00:43,000;297,8;445,8;474,9;485,7;498,0;
00:00:43,050;296,8;443,3;474,3;483,9;500,5;
00:00:43,100;192,3;451,7;479,5;481,2;494,7;
00:00:43,150;229,0;448,3;480,0;481,8;496,3;
00:00:43,200;296,2;437,7;467,9;472,1;489,4;
00:00:43,250;296,3;447,7;480,1;485,1;496,9;
00:00:43,300;263,0;452,7;487,5;490,5;500,1;
00:00:43,350;223,4;459,0;481,8;483,7;500,6;
00:00:43,400;296,6;455,1;482,5;492,7;514,2;
00:00:43,450;238,4;458,5;477,5;487,4;506,0;
00:00:43,500;180,2;461,9;472,5;482,1;497,8;
00:00:43,550;221,6;454,0;478,4;488,9;503,1;
00:00:43,600;258,1;446,1;476,5;486,9;501,9;
00:00:43,650;294,6;438,2;474,6;484,8;500,7;
00:00:43,700;247,1;449,9;483,8;487,5;499,5;
00:00:43,750;272,3;441,9;473,0;476,8;491,6;
00:00:43,800;297,4;433,8;462,1;466,0;483,7;
00:00:43,850;294,9;441,8;473,1;476,9;491,2;
00:00:43,900;232,3;450,8;478,9;480,9;493,8;
00:00:43,950;244,8;457,2;482,1;484,0;502,2;
00:00:44,000;291,4;455,0;482,1;490,4;510,2;
00:00:44,050;293,9;455,2;481,2;492,9;511,9;
00:00:44,100;226,2;462,8;482,8;490,6;502,9;
00:00:44,150;161,8;457,0;471,7;482,0;496,7;
00:00:44,200;288,7;443,0;472,0;483,1;495,0;
00:00:44,250;293,6;435,9;465,9;478,5;495,7;
00:00:44,300;278,1;445,3;481,1;486,3;500,3;
00:00:44,350;215,8;440,9;470,7;474,4;489,5;
00:00:44,400;291,8;431,3;460,9;466,5;484,0;
00:00:44,450;275,5;441,2;472,3;475,5;489,5;
00:00:44,500;259,2;451,1;483,7;484,5;494,9;
00:00:44,550;164,3;456,2;477,6;478,4;495,3;
00:00:44,600;253,1;455,9;478,1;485,0;503,6;
00:00:44,650;341,9;455,5;478,5;491,5;511,8;
00:00:44,700;370,8;467,3;481,4;492,7;509,3;
00:00:44,750;326,9;469,3;482,0;496,2;496,7;
00:00:44,800;282,9;471,3;482,5;499,7;484,0;
00:00:44,850;437,8;488,0;493,9;488,2;463,8;
00:00:44,900;469,3;486,7;482,5;415,2;236,1;
00:00:44,950;476,5;473,0;359,1;164,3;149,4;
00:00:45,000;270,6;251,8;162,8;150,3;148,0;
00:00:45,050;146,1;149,4;146,3;146,9;144,5;
00:00:45,100;140,8;145,5;143,4;143,4;141,4;
00:00:45,150;139,7;145,3;143,9;142,4;139,9;
00:00:45,200;138,9;142,9;142,2;142,5;140,3;
00:00:45,250;139,2;144,1;142,9;143,4;141,9;
00:00:45,300;139,3;145,3;144,0;144,9;143,9;
00:00:45,350;139,4;146,5;145,0;146,3;145,8;
00:00:45,400;140,8;147,7;145,8;149,4;146,8;
00:00:45,450;149,3;289,5;203,8;154,2;148,5;
00:00:45,500;157,8;431,2;261,8;158,9;150,1;
00:00:45,550;388,3;495,7;479,6;411,8;160,5;
00:00:45,600;424,3;489,0;493,0;459,0;328,1;
00:00:45,650;460,2;482,3;506,4;506,2;495,7;
00:00:45,700;447,9;466,5;483,8;508,2;496,7;
00:00:45,750;437,5;465,3;479,8;499,6;500,8;
00:00:45,800;427,0;464,0;475,8;490,9;504,8;
00:00:45,850;397,5;465,3;471,6;479,4;499,2;
00:00:45,900;352,5;454,9;469,6;479,6;503,3;
00:00:45,950;310,3;454,6;470,5;476,9;499,8;
00:00:46,000;208,7;464,0;484,3;488,1;507,6;
00:00:46,050;199,8;471,0;485,2;484,2;504,5;
00:00:46,100;297,9;468,1;486,4;490,0;511,8;
00:00:46,150;307,5;456,1;476,1;485,5;510,2;
00:00:46,200;300,8;466,6;483,8;488,5;513,5;
00:00:46,250;177,0;469,1;472,6;480,6;509,1;
00:00:46,300;242,6;462,9;469,5;483,2;508,6;
00:00:46,350;308,1;456,7;466,3;485,7;508,0;
00:00:46,400;301,9;457,6;469,8;489,3;510,5;
00:00:46,450;299,2;458,3;472,0;486,0;507,4;
00:00:46,500;296,5;459,0;474,1;482,7;504,2;
00:00:46,550;305,2;449,3;462,5;472,5;497,6;
00:00:46,600;233,5;455,9;468,4;474,4;498,1;
00:00:46,650;161,7;462,5;474,3;476,2;498,6;
00:00:46,700;285,9;468,9;485,0;486,7;508,6;
00:00:46,750;293,5;467,2;483,6;486,4;510,5;
00:00:46,800;301,1;465,5;482,2;486,0;512,3;
00:00:46,850;218,1;475,3;483,0;487,0;510,1;
00:00:46,900;248,9;467,4;475,8;489,2;513,7;
00:00:46,950;305,4;458,2;468,3;487,6;509,3;
00:00:47,000;302,4;452,3;463,0;483,3;506,5;
00:00:47,050;221,4;461,8;472,2;486,4;504,5;
00:00:47,100;284,7;460,8;473,4;481,2;499,6;
00:00:47,150;300,4;448,1;464,0;474,2;499,0;
00:00:47,200;297,6;455,4;473,4;479,4;500,3;
00:00:47,250;171,1;468,1;480,2;479,1;498,3;
00:00:47,300;237,5;459,9;476,2;480,8;502,0;
00:00:47,350;303,9;451,6;472,2;482,5;505,7;
00:00:47,400;301,0;458,8;478,4;484,8;509,4;
