[Connect DataFile][1.1]
Date:;03/06/2025
Time:;10:07:42,658
Unit:;°C
Resolution:;0,05
Values:;5
Time;Head;1;2;3;4;
00:00:23,600;345,3;490,8;514,0;522,8;551,9;
00:00:23,650;187,8;492,1;510,6;515,9;550,8;
00:00:23,700;346,9;495,2;518,7;510,8;552,8;
00:00:23,750;345,1;484,2;502,6;505,1;551,7;
00:00:23,800;340,5;497,1;515,0;525,5;565,5;
00:00:23,850;169,6;508,7;515,5;526,2;564,8;
00:00:23,900;341,5;499,1;506,7;526,5;560,5;
00:00:23,950;341,1;493,0;497,4;518,3;550,7;
00:00:24,000;428,4;508,0;525,1;545,0;546,3;
00:00:24,050;286,4;498,8;508,5;521,9;550,7;
00:00:24,100;341,4;479,9;495,8;503,9;538,1;
00:00:24,150;417,8;489,0;499,9;523,3;537,0;
00:00:24,200;344,1;484,4;506,7;513,1;544,5;
00:00:24,250;328,3;492,0;512,9;509,8;546,9;
00:00:24,300;384,6;499,1;506,3;528,5;544,2;
00:00:24,350;340,7;480,5;501,6;501,0;546,9;
00:00:24,400;339,3;484,5;505,5;518,2;559,0;
00:00:24,450;285,6;501,1;507,7;520,8;560,4;
00:00:24,500;341,2;497,1;507,2;527,1;559,8;
00:00:24,550;340,1;483,0;493,4;521,2;553,0;
00:00:24,600;339,6;487,9;492,0;512,2;545,6;
00:00:24,650;339,6;487,9;492,0;512,2;545,6;
00:00:24,700;339,6;487,9;492,0;512,2;545,6;
00:00:24,750;339,6;487,9;492,0;512,2;545,6;
00:00:24,800;339,6;487,9;492,0;512,2;545,6;
00:00:24,850;339,6;487,9;492,0;512,2;545,6;
00:00:24,900;339,6;487,9;492,0;512,2;545,6;
00:00:24,950;339,6;487,9;492,0;512,2;545,6;
00:00:25,000;417,8;487,5;503,4;532,8;539,3;
00:00:25,050;339,6;487,9;492,0;512,2;545,6;
00:00:25,100;339,6;487,9;492,0;512,2;545,6;
00:00:25,150;417,8;487,5;503,4;532,8;539,3;
00:00:25,200;339,6;487,9;492,0;512,2;545,6;
00:00:25,250;339,6;487,9;492,0;512,2;545,6;
00:00:25,300;417,8;487,5;503,4;532,8;539,3;
00:00:25,350;339,6;487,9;492,0;512,2;545,6;
00:00:25,400;339,6;487,9;492,0;512,2;545,6;
00:00:25,450;339,6;487,9;492,0;512,2;545,6;
00:00:25,500;339,6;487,9;492,0;512,2;545,6;
00:00:25,550;339,6;487,9;492,0;512,2;545,6;
00:00:25,600;339,6;487,9;492,0;512,2;545,6;
00:00:25,650;339,6;487,9;492,0;512,2;545,6;
00:00:25,700;339,6;487,9;492,0;512,2;545,6;
00:00:25,750;338,6;484,4;495,0;519,4;551,8;
00:00:25,800;343,7;483,3;491,7;511,5;545,2;
00:00:25,850;343,4;491,2;507,8;521,1;550,4;
00:00:25,900;268,8;484,3;499,9;510,6;542,0;
00:00:25,950;359,2;475,1;495,3;496,4;533,9;
00:00:26,000;353,4;480,7;506,3;506,9;540,7;
00:00:26,050;347,6;486,3;517,3;517,3;547,4;
00:00:26,100;365,9;485,7;515,5;501,7;547,5;
00:00:26,150;367,3;481,3;509,4;503,8;548,3;
00:00:26,200;368,6;476,9;503,3;505,8;549,1;
00:00:26,250;173,4;493,0;501,0;514,6;553,6;
00:00:26,300;270,6;490,5;502,8;519,6;554,4;
00:00:26,350;367,7;488,0;504,6;524,6;555,2;
00:00:26,400;381,1;478,1;492,0;511,9;541,8;
00:00:26,450;385,6;489,9;510,0;520,0;545,2;
00:00:26,500;281,0;484,7;504,9;511,5;540,1;
00:00:26,550;383,6;477,7;504,4;510,0;539,7;
00:00:26,600;375,0;472,3;499,6;501,5;534,4;
00:00:26,650;364,7;486,8;522,8;520,5;547,5;
00:00:26,700;179,1;479,2;505,4;504,4;541,2;
00:00:26,750;344,5;477,6;504,9;497,1;543,1;
00:00:26,800;346,3;470,2;491,2;500,0;544,4;
00:00:26,850;344,6;483,7;506,2;516,7;555,9;
00:00:26,900;225,2;489,2;497,5;509,8;542,3;
00:00:26,950;333,8;453,7;476,6;497,6;518,9;
00:00:27,000;374,2;455,4;478,7;495,9;514,5;
00:00:27,050;414,5;457,1;480,8;494,2;510,0;
00:00:27,100;200,8;465,5;494,8;511,1;505,8;
00:00:27,150;164,1;476,5;493,1;507,5;505,8;
00:00:27,200;127,4;487,4;491,4;503,8;505,7;
00:00:27,250;125,0;503,0;504,7;498,0;494,5;
00:00:27,300;125,0;503,7;501,1;498,2;501,5;
00:00:27,350;125,0;504,3;497,5;498,4;508,4;
00:00:27,400;125,0;157,0;290,5;496,7;517,3;
00:00:27,450;125,0;125,8;130,7;150,2;192,3;
00:00:27,500;125,0;125,0;125,0;131,0;132,3;
00:00:27,550;125,0;125,0;125,0;125,0;137,8;
00:00:27,600;148,0;125,0;125,0;125,0;125,0;
00:00:27,650;531,0;125,0;125,0;125,0;125,0;
00:00:27,700;561,6;125,0;125,0;125,0;125,8;
00:00:27,750;568,6;125,0;125,0;125,3;125,0;
00:00:27,800;523,2;148,5;125,0;126,6;125,0;
00:00:27,850;523,8;470,9;143,3;125,0;125,0;
00:00:27,900;498,5;563,4;449,4;126,4;125,0;
00:00:27,950;294,4;562,2;555,5;541,2;135,6;
00:00:28,000;394,9;550,0;560,9;549,4;306,1;
00:00:28,050;495,4;537,8;566,3;557,5;476,6;
00:00:28,100;498,1;543,8;534,3;571,5;560,3;
00:00:28,150;430,0;539,1;531,0;564,6;559,5;
00:00:28,200;361,8;534,3;527,7;557,6;558,6;
00:00:28,250;425,7;520,4;543,8;539,3;575,9;
00:00:28,300;418,6;521,6;542,1;540,4;579,3;
00:00:28,350;411,4;522,8;540,4;541,4;582,7;
00:00:28,400;352,9;533,2;543,4;554,5;586,9;
00:00:28,450;373,6;512,9;523,5;545,2;580,3;
00:00:28,500;401,6;511,2;520,2;544,0;576,5;
00:00:28,550;390,8;505,7;516,6;541,8;576,3;
00:00:28,600;325,6;509,6;526,8;537,9;572,9;
00:00:28,650;391,2;510,9;529,1;529,3;565,9;
00:00:28,700;391,6;507,8;532,8;532,3;571,2;
00:00:28,750;389,7;509,8;537,3;531,7;569,6;
00:00:28,800;237,3;518,6;537,9;522,3;563,0;
00:00:28,850;374,4;513,4;536,6;520,5;564,1;
00:00:28,900;396,5;513,9;540,0;529,2;574,6;
00:00:28,950;379,0;527,8;541,4;547,0;585,0;
00:00:29,000;366,3;518,6;531,0;543,6;581,2;
00:00:29,050;353,5;509,3;520,6;540,1;577,3;
00:00:29,100;380,3;502,0;510,5;532,0;569,8;
00:00:29,150;332,6;505,3;516,9;532,6;570,1;
00:00:29,200;284,9;508,5;523,2;533,1;570,3;
00:00:29,250;384,6;505,8;529,1;528,1;567,7;
00:00:29,300;384,8;504,8;530,0;527,9;566,9;
00:00:29,350;385,0;503,8;530,9;527,7;566,1;
00:00:29,400;318,7;516,8;542,7;527,2;564,3;
00:00:29,450;364,6;508,3;533,2;520,6;563,5;
00:00:29,500;386,3;507,5;534,1;523,5;572,9;
00:00:29,550;385,2;511,1;532,7;528,1;576,6;
00:00:29,600;291,1;521,0;533,8;541,8;579,1;
00:00:29,650;385,9;506,6;516,9;538,5;572,9;
00:00:29,700;392,2;503,8;515,8;540,2;573,2;
00:00:29,750;393,9;500,0;514,1;537,7;569,2;
00:00:29,800;299,6;510,9;530,3;541,9;570,6;
00:00:29,850;361,4;501,1;519,0;523,2;559,6;
00:00:29,900;383,1;501,0;525,1;525,3;563,7;
00:00:29,950;382,7;511,7;541,3;529,0;565,0;
00:00:30,000;343,4;507,4;535,4;523,0;562,2;
00:00:30,050;304,0;503,0;529,5;517,0;559,3;
00:00:30,100;378,6;506,5;529,8;522,6;573,2;
00:00:30,150;332,5;511,4;531,2;530,0;575,6;
00:00:30,200;286,3;516,3;532,6;537,4;578,0;
00:00:30,250;376,7;499,7;509,0;531,0;568,2;
00:00:30,300;374,2;497,2;507,9;529,6;566,5;
00:00:30,350;371,6;494,6;506,7;528,1;564,8;
00:00:30,400;356,0;507,1;527,9;540,3;570,9;
00:00:30,450;317,6;495,6;516,4;522,3;556,4;
00:00:30,500;386,8;496,7;524,2;525,5;562,7;
00:00:30,550;378,1;495,7;522,9;520,8;559,7;
00:00:30,600;281,8;500,0;527,5;518,2;558,0;
00:00:30,650;367,4;502,3;528,0;517,3;557,3;
00:00:30,700;370,8;500,7;529,3;522,5;565,3;
00:00:30,750;373,8;503,8;527,3;523,9;571,5;
00:00:30,800;355,0;517,9;534,3;541,6;578,2;
00:00:30,850;306,8;497,0;512,9;533,2;570,9;
00:00:30,900;383,3;497,6;510,5;533,3;566,0;
00:00:30,950;377,6;501,0;521,4;537,8;568,4;
00:00:31,000;331,7;497,5;517,3;527,7;561,1;
00:00:31,050;285,7;493,9;513,1;517,6;553,8;
00:00:31,100;373,8;490,8;517,9;517,8;558,0;
00:00:31,150;345,3;496,2;523,5;518,3;556,9;
00:00:31,200;316,8;501,5;529,0;518,8;555,8;
00:00:31,250;371,0;500,2;529,4;521,3;560,7;
00:00:31,300;370,2;499,6;526,7;520,4;564,2;
00:00:31,350;369,3;499,0;524,0;519,4;567,7;
00:00:31,400;365,5;511,9;529,9;535,4;574,1;
00:00:31,450;305,1;499,4;511,5;529,4;565,6;
00:00:31,500;381,4;492,9;507,9;531,5;564,0;
00:00:31,550;383,3;487,5;500,4;524,7;557,2;
00:00:31,600;318,0;495,5;516,5;531,5;561,0;
00:00:31,650;357,4;490,2;510,1;513,0;548,9;
00:00:31,700;372,8;491,9;515,8;516,7;553,5;
00:00:31,750;367,7;488,0;516,8;515,7;554,1;
00:00:31,800;338,3;501,6;532,1;518,8;555,3;
00:00:31,850;291,1;489,6;512,5;502,4;547,0;
00:00:31,900;367,2;495,7;524,3;515,9;558,5;
00:00:31,950;368,5;504,9;525,2;530,0;569,6;
00:00:32,000;325,7;502,9;519,6;529,6;567,3;
00:00:32,050;282,8;500,8;514,0;529,2;564,9;
00:00:32,100;376,6;486,1;499,7;522,3;554,9;
00:00:32,150;376,6;486,1;499,7;522,3;554,9;
00:00:32,200;348,9;489,8;511,6;529,8;560,2;
00:00:32,250;365,1;489,4;512,0;512,2;549,7;
00:00:32,300;364,1;486,5;512,3;512,4;550,7;
00:00:32,350;363,1;483,5;512,6;512,5;551,6;
00:00:32,400;363,1;483,5;512,6;512,5;551,6;
00:00:32,450;275,5;488,0;515,3;505,8;546,4;
00:00:32,500;367,0;492,8;522,4;515,2;557,9;
00:00:32,550;365,5;492,0;518,5;512,3;560,3;
00:00:32,600;339,9;503,0;522,9;529,4;567,1;
00:00:32,650;339,9;503,0;522,9;529,4;567,1;
00:00:32,700;372,2;487,7;503,0;524,2;557,3;
00:00:32,750;375,4;481,9;498,0;521,9;553,5;
00:00:32,800;368,7;490,9;513,7;529,1;559,6;
00:00:32,850;215,9;478,8;500,1;508,8;545,6;
00:00:32,900;215,9;478,8;500,1;508,8;545,6;
00:00:32,950;363,9;488,2;520,3;515,0;549,7;
00:00:33,000;326,0;490,1;517,7;508,8;546,2;
00:00:33,050;288,1;491,9;515,1;502,6;542,7;
00:00:33,100;368,5;489,2;517,4;511,1;556,4;
00:00:33,150;368,5;489,2;517,4;511,1;556,4;
00:00:33,200;371,9;498,3;519,3;525,0;562,8;
00:00:33,250;364,6;485,5;501,2;521,4;555,0;
00:00:33,300;365,4;482,6;498,3;519,7;553,1;
00:00:33,350;366,2;479,7;495,3;518,0;551,2;
00:00:33,400;366,2;479,7;495,3;518,0;551,2;
00:00:33,450;269,5;484,0;503,7;508,0;543,8;
00:00:33,500;355,5;481,0;507,6;509,4;546,8;
00:00:33,550;356,2;476,3;504,4;506,1;546,4;
00:00:33,600;332,8;487,3;517,6;510,2;545,7;
00:00:33,650;332,8;487,3;517,6;510,2;545,7;
00:00:33,700;366,0;489,7;519,3;510,9;549,0;
00:00:33,750;368,1;487,6;515,3;512,1;554,7;
00:00:33,800;366,8;497,1;518,1;525,1;561,6;
00:00:33,850;199,8;500,1;514,1;524,7;558,7;
00:00:33,900;199,8;500,1;514,1;524,7;558,7;
00:00:33,950;394,7;471,9;474,8;503,4;535,0;
00:00:34,000;411,3;470,2;481,2;504,9;527,9;
00:00:34,050;427,9;468,5;487,6;506,4;520,8;
00:00:34,100;477,0;468,7;484,6;506,9;502,4;
00:00:34,150;477,0;468,7;484,6;506,9;502,4;
00:00:34,200;234,2;470,1;483,5;502,4;502,3;
00:00:34,250;125,0;479,0;486,7;514,6;512,0;
00:00:34,300;125,0;488,0;496,1;512,8;507,4;
00:00:34,350;125,0;496,9;505,5;511,0;502,7;
00:00:34,400;125,0;496,9;505,5;511,0;502,7;
00:00:34,450;125,0;174,9;319,5;401,9;490,5;
00:00:34,500;125,0;125,0;126,0;137,2;151,3;
00:00:34,550;125,0;125,0;125,0;134,0;135,3;
00:00:34,600;125,0;125,0;125,0;125,0;136,6;
00:00:34,650;125,0;125,0;125,0;125,0;136,6;
00:00:34,700;521,2;125,0;125,0;125,0;125,0;
00:00:34,750;563,1;125,0;125,0;125,0;125,0;
00:00:34,800;547,4;125,0;125,0;125,0;125,0;
00:00:34,850;517,6;132,0;125,0;125,0;125,0;
00:00:34,900;517,6;132,0;125,0;125,0;125,0;
00:00:34,950;364,8;567,1;555,3;453,3;125,0;
00:00:35,000;318,2;560,4;560,4;500,6;225,2;
00:00:35,050;271,5;553,7;565,4;547,9;325,3;
00:00:35,100;527,5;540,8;554,4;571,7;558,4;
00:00:35,150;527,5;540,8;554,4;571,7;558,4;
00:00:35,200;501,2;533,5;543,7;576,0;568,5;
00:00:35,250;432,0;531,5;540,2;569,4;580,7;
00:00:35,300;416,0;531,0;540,3;565,3;581,5;
00:00:35,350;399,9;530,4;540,4;561,2;582,2;
00:00:35,400;399,9;530,4;540,4;561,2;582,2;
00:00:35,450;394,1;516,7;530,3;538,3;572,4;
00:00:35,500;388,9;505,2;524,6;537,9;572,9;
00:00:35,550;387,8;517,8;540,9;545,2;579,0;
00:00:35,600;286,2;514,7;527,0;530,0;566,9;
00:00:35,650;286,2;514,7;527,0;530,0;566,9;
00:00:35,700;379,6;507,5;517,3;527,1;560,4;
00:00:35,750;283,8;524,2;531,6;539,7;567,3;
00:00:35,800;369,5;516,2;518,7;537,1;564,3;
00:00:35,850;379,0;524,7;530,6;548,2;572,9;
00:00:35,900;379,0;524,7;530,6;548,2;572,9;
00:00:35,950;272,7;509,6;511,9;527,4;553,6;
00:00:36,000;323,3;510,6;512,8;526,1;552,0;
00:00:36,050;373,9;511,5;513,6;524,7;550,3;
00:00:36,100;356,1;506,0;515,6;535,9;563,6;
00:00:36,150;356,1;506,0;515,6;535,9;563,6;
00:00:36,200;288,2;514,2;515,4;521,2;554,1;
00:00:36,250;378,6;495,8;515,8;529,8;559,9;
00:00:36,300;385,7;503,7;523,7;533,9;563,4;
00:00:36,350;392,7;511,5;531,5;538,0;566,9;
00:00:36,400;392,7;511,5;531,5;538,0;566,9;
00:00:36,450;376,1;517,2;531,5;549,8;572,9;
00:00:36,500;393,4;522,8;536,4;556,4;580,5;
00:00:36,550;379,7;523,7;536,4;553,4;579,1;
00:00:36,600;319,4;515,0;525,0;538,6;569,9;
00:00:36,650;319,4;515,0;525,0;538,6;569,9;
00:00:36,700;322,4;508,6;517,4;529,4;565,7;
00:00:36,750;322,4;508,6;517,4;529,4;565,7;
00:00:36,800;322,4;508,6;517,4;529,4;565,7;
00:00:36,850;322,4;508,6;517,4;529,4;565,7;
00:00:36,900;322,4;508,6;517,4;529,4;565,7;
00:00:36,950;322,4;508,6;517,4;529,4;565,7;
00:00:37,000;322,4;508,6;517,4;529,4;565,7;
00:00:37,050;322,4;508,6;517,4;529,4;565,7;
00:00:37,100;322,4;508,6;517,4;529,4;565,7;
00:00:37,150;322,4;508,6;517,4;529,4;565,7;
00:00:37,200;322,4;508,6;517,4;529,4;565,7;
00:00:37,250;322,4;508,6;517,4;529,4;565,7;
00:00:37,300;322,4;508,6;517,4;529,4;565,7;
00:00:37,350;322,4;508,6;517,4;529,4;565,7;
00:00:37,400;322,4;508,6;517,4;529,4;565,7;
00:00:37,450;322,4;508,6;517,4;529,4;565,7;
00:00:37,500;322,4;508,6;517,4;529,4;565,7;
00:00:37,550;322,4;508,6;517,4;529,4;565,7;
00:00:37,600;322,4;508,6;517,4;529,4;565,7;
00:00:37,650;322,4;508,6;517,4;529,4;565,7;
00:00:37,700;322,4;508,6;517,4;529,4;565,7;
00:00:37,750;357,9;513,9;525,5;541,4;570,9;
00:00:37,800;375,5;517,4;532,4;547,4;573,0;
00:00:37,850;323,8;502,8;515,0;531,1;565,1;
00:00:37,900;323,8;502,8;515,0;531,1;565,1;
00:00:37,950;390,4;507,6;533,9;539,5;571,2;
00:00:38,000;346,6;504,7;527,6;533,3;565,6;
00:00:38,050;302,7;501,8;521,2;527,0;559,9;
00:00:38,100;401,9;493,8;518,5;529,4;554,9;
00:00:38,150;401,9;493,8;518,5;529,4;554,9;
00:00:38,200;402,5;511,2;531,1;540,1;560,2;
00:00:38,250;393,6;511,9;529,0;545,8;569,4;
00:00:38,300;391,3;513,5;530,3;548,2;572,3;
00:00:38,350;389,0;515,0;531,6;550,5;575,1;
00:00:38,400;382,9;515,4;532,1;546,4;572,1;
00:00:38,450;280,4;504,8;517,6;528,3;561,7;
00:00:38,500;378,1;500,3;519,1;528,0;560,9;
00:00:38,550;378,9;492,1;514,4;524,4;559,4;
00:00:38,600;372,1;500,4;525,5;532,0;565,5;
00:00:38,650;312,8;492,1;511,4;517,1;554,6;
00:00:38,700;374,7;493,7;523,3;526,4;555,1;
00:00:38,750;368,1;488,8;515,7;523,0;555,0;
00:00:38,800;358,5;509,6;528,7;534,4;560,9;
00:00:38,850;262,2;497,9;510,7;526,2;556,6;
00:00:38,900;362,3;507,6;521,9;538,2;564,3;
00:00:38,950;362,9;510,6;526,1;542,4;568,9;
00:00:39,000;326,8;506,7;521,1;535,8;565,3;
00:00:39,050;290,7;502,7;516,1;529,1;561,6;
00:00:39,100;384,4;494,6;515,2;525,2;557,8;
00:00:39,150;384,5;493,8;518,0;527,9;560,2;
00:00:39,200;384,6;492,9;520,8;530,5;562,5;
00:00:39,250;370,1;493,9;518,6;519,9;550,5;
00:00:39,300;369,8;488,4;516,4;520,7;550,6;
00:00:39,350;369,4;482,8;514,2;521,4;550,7;
00:00:39,400;365,9;499,9;522,9;528,1;556,5;
00:00:39,450;300,3;502,3;520,0;528,5;555,3;
00:00:39,500;363,3;506,0;523,1;537,1;563,4;
00:00:39,550;365,3;508,1;525,3;542,2;568,9;
00:00:39,600;371,3;508,1;526,0;542,0;568,1;
00:00:39,650;170,6;498,3;511,4;525,1;556,9;
00:00:39,700;374,2;497,1;512,0;522,0;554,0;
00:00:39,750;381,4;490,5;511,4;522,0;554,2;
00:00:39,800;375,8;485,2;518,6;531,2;562,2;
00:00:39,850;332,9;503,5;520,8;521,5;557,8;
00:00:39,900;347,2;486,0;512,0;515,9;548,4;
00:00:39,950;362,4;487,4;512,4;519,0;550,1;
00:00:40,000;324,6;492,6;514,6;522,4;552,2;
00:00:40,050;286,7;497,8;516,7;525,7;554,3;
00:00:40,100;366,1;505,1;523,0;538,6;565,0;
00:00:40,150;366,1;504,9;522,8;539,2;565,6;
00:00:40,200;366,1;504,6;522,6;539,8;566,1;
00:00:40,250;336,5;491,2;504,0;514,6;550,8;
00:00:40,300;346,0;490,0;505,5;515,4;550,1;
00:00:40,350;355,4;488,7;506,9;516,2;549,3;
00:00:40,400;353,8;476,0;502,5;519,0;553,7;
00:00:40,450;284,9;490,2;512,3;516,4;553,3;
00:00:40,500;356,5;486,1;512,0;514,0;544,0;
00:00:40,550;359,1;473,4;508,6;518,5;545,0;
00:00:40,600;358,8;485,4;510,0;516,4;546,4;
00:00:40,650;246,0;502,3;522,4;525,5;550,4;
00:00:40,700;338,5;489,3;506,7;520,7;549,7;
00:00:40,750;361,9;500,7;519,9;535,5;561,6;
00:00:40,800;359,7;501,5;520,7;537,5;564,6;
00:00:40,850;358,4;502,1;520,3;534,4;560,4;
00:00:40,900;267,0;489,7;502,4;514,4;547,0;
00:00:40,950;361,5;481,6;486,6;506,9;533,2;
00:00:41,000;377,0;477,6;488,2;511,3;532,7;
00:00:41,050;392,5;473,6;489,7;515,6;532,1;
00:00:41,100;237,6;448,6;484,7;509,0;510,7;
00:00:41,150;356,5;459,8;484,1;511,6;512,3;
00:00:41,200;475,4;470,9;483,5;514,1;513,8;
00:00:41,250;128,1;479,6;486,8;507,6;514,9;
00:00:41,300;126,6;486,7;497,1;512,8;519,4;
00:00:41,350;125,0;493,8;507,3;517,9;523,8;
00:00:41,400;125,0;506,0;514,9;517,7;519,1;
00:00:41,450;125,0;383,4;492,4;527,5;535,2;
00:00:41,500;125,0;130,0;149,3;327,6;482,7;
00:00:41,550;125,0;125,0;130,0;158,0;162,6;
00:00:41,600;125,0;125,0;125,0;132,3;141,5;
00:00:41,650;125,0;125,0;125,0;125,0;139,9;
00:00:41,700;126,3;125,0;125,0;125,0;125,0;
00:00:41,750;469,9;125,0;125,0;125,0;125,0;
00:00:41,800;559,0;125,0;125,0;125,0;125,0;
00:00:41,850;560,8;125,5;125,0;125,0;125,0;
00:00:41,900;519,1;153,9;127,0;125,0;125,0;
00:00:41,950;500,8;575,8;518,4;137,7;125,0;
00:00:42,000;440,5;570,1;537,3;259,2;125,0;
00:00:42,050;380,1;564,4;556,2;380,7;125,0;
00:00:42,100;491,8;531,2;561,6;553,5;526,6;
00:00:42,150;449,3;529,3;554,8;558,5;540,4;
00:00:42,200;406,8;527,3;548,0;563,5;554,2;
00:00:42,250;471,6;532,8;513,3;563,0;563,5;
00:00:42,300;452,8;524,3;516,4;553,5;566,6;
00:00:42,350;433,9;515,7;519,5;543,9;569,6;
00:00:42,400;407,8;520,2;538,5;538,2;576,3;
00:00:42,450;335,4;519,5;536,6;529,6;574,7;
00:00:42,500;395,2;508,7;532,7;530,2;573,1;
00:00:42,550;392,5;502,5;528,2;525,0;569,3;
00:00:42,600;387,1;505,8;524,1;529,0;573,6;
00:00:42,650;222,1;508,2;518,5;529,8;569,0;
00:00:42,700;384,7;509,5;523,0;533,6;569,0;
00:00:42,750;383,0;502,5;513,0;527,7;563,8;
00:00:42,800;386,1;510,2;526,8;537,0;569,0;
00:00:42,850;250,4;521,5;534,0;531,9;569,2;
00:00:42,900;375,2;513,3;526,3;516,6;567,0;
00:00:42,950;384,5;508,0;531,8;524,7;574,5;
00:00:43,000;343,1;511,6;533,9;524,2;573,5;
00:00:43,050;301,6;515,2;536,0;523,7;572,4;
00:00:43,100;388,1;499,6;528,1;524,7;568,1;
00:00:43,150;389,4;499,0;523,0;524,2;568,4;
00:00:43,200;390,6;498,4;517,9;523,7;568,6;
00:00:43,250;368,4;503,1;512,4;529,8;565,8;
00:00:43,300;379,3;502,5;511,8;529,8;564,3;
00:00:43,350;390,2;501,9;511,2;529,8;562,8;
00:00:43,400;390,5;500,6;513,4;530,1;562,7;
00:00:43,450;312,3;509,0;521,6;526,8;564,6;
00:00:43,500;385,5;512,0;525,4;515,8;564,3;
00:00:43,550;381,1;499,8;521,3;516,2;567,7;
00:00:43,600;374,8;506,3;532,3;520,4;572,5;
00:00:43,650;171,9;512,6;532,3;515,5;567,1;
00:00:43,700;369,8;504,1;526,8;519,2;564,8;
00:00:43,750;377,2;494,8;521,8;518,9;564,1;
00:00:43,800;377,1;490,9;512,0;517,6;565,8;
00:00:43,850;302,6;509,1;528,3;533,7;571,9;
00:00:43,900;349,0;498,9;514,1;526,3;564,3;
00:00:43,950;372,2;494,5;507,2;519,3;558,3;
00:00:44,000;328,8;501,5;515,6;520,3;559,8;
00:00:44,050;285,3;508,5;523,9;521,3;561,2;
00:00:44,100;372,6;499,5;522,1;511,2;563,8;
00:00:44,150;375,3;499,8;522,9;514,4;565,5;
00:00:44,200;378,0;500,0;523,6;517,6;567,2;
00:00:44,250;285,4;499,5;520,0;514,1;563,2;
00:00:44,300;329,5;496,6;521,0;515,9;563,0;
00:00:44,350;373,6;493,7;522,0;517,7;562,8;
00:00:44,400;367,7;487,6;507,0;507,0;559,3;
00:00:44,450;309,8;498,6;517,5;522,2;564,2;
00:00:44,500;367,5;499,5;514,7;522,4;558,2;
00:00:44,550;366,0;493,3;510,6;522,8;559,0;
00:00:44,600;363,4;494,5;510,6;518,5;555,9;
00:00:44,650;186,5;510,1;528,4;522,9;563,2;
00:00:44,700;353,9;501,6;516,2;501,4;554,2;
00:00:44,750;364,6;495,1;518,5;507,3;560,5;
00:00:44,800;366,1;495,6;522,3;512,9;565,7;
00:00:44,850;370,8;508,0;535,9;518,9;566,2;
00:00:44,900;280,9;500,0;522,6;513,6;561,1;
00:00:44,950;375,3;485,6;507,6;508,7;557,1;
00:00:45,000;352,0;491,1;511,8;517,1;561,3;
00:00:45,050;328,6;496,5;516,0;525,4;565,5;
00:00:45,100;380,1;497,1;512,0;526,2;558,2;
00:00:45,150;376,2;493,0;507,1;521,6;555,7;
00:00:45,200;372,3;488,9;502,1;517,0;553,2;
00:00:45,250;259,3;494,2;509,9;504,4;552,1;
00:00:45,300;312,8;494,8;513,1;505,4;555,1;
00:00:45,350;366,2;495,4;516,2;506,4;558,0;
00:00:45,400;364,6;490,8;514,9;509,0;560,6;
00:00:45,450;301,8;504,0;527,7;516,3;564,0;
00:00:45,500;349,0;495,6;516,3;511,0;558,0;
00:00:45,550;369,4;488,8;518,3;515,1;558,5;
00:00:45,600;368,6;482,1;505,9;508,8;555,3;
00:00:45,650;353,5;496,2;519,5;525,2;564,8;
00:00:45,700;287,8;485,9;502,8;514,6;555,1;
00:00:45,750;361,1;488,6;505,9;516,5;552,7;
00:00:45,800;356,3;483,9;497,4;507,4;546,7;
00:00:45,850;355,8;495,0;517,4;522,1;557,4;
00:00:45,900;267,1;499,9;515,7;504,4;551,5;
00:00:45,950;362,6;486,4;510,3;506,0;557,6;
00:00:46,000;364,3;492,5;517,6;510,3;559,5;
00:00:46,050;365,9;498,6;524,8;514,5;561,3;
00:00:46,100;363,9;489,4;516,5;512,0;556,2;
00:00:46,150;362,6;484,2;510,9;507,8;554,1;
00:00:46,200;361,3;479,0;505,3;503,5;551,9;
00:00:46,250;172,3;496,3;509,5;515,1;555,0;
00:00:46,300;263,4;491,2;506,8;514,2;552,5;
00:00:46,350;354,5;486,0;504,1;513,3;550,0;
00:00:46,400;352,0;479,2;492,2;503,5;543,1;
00:00:46,450;304,7;492,8;513,7;517,6;553,0;
00:00:46,500;317,7;486,7;503,4;496,7;545,9;
00:00:46,550;358,9;494,7;514,2;501,5;551,6;
00:00:46,600;358,9;483,4;508,8;504,3;555,0;
00:00:46,650;357,6;495,4;524,2;512,1;560,2;
00:00:46,700;170,9;493,7;515,7;503,7;553,4;
00:00:46,750;353,4;482,0;511,2;506,5;551,2;
00:00:46,800;352,6;473,6;499,3;496,9;545,7;
00:00:46,850;355,8;473,5;499,6;506,5;553,3;
00:00:46,900;288,6;486,1;505,0;513,6;553,1;
00:00:46,950;356,2;477,1;491,8;506,6;543,9;
00:00:47,000;357,9;481,0;497,7;509,9;546,0;
00:00:47,050;359,6;484,8;503,5;513,2;548,0;
00:00:47,100;357,6;491,6;508,3;497,6;546,2;
00:00:47,150;356,1;486,5;507,1;498,9;548,3;
00:00:47,200;354,6;481,3;505,8;500,2;550,3;
00:00:47,250;217,3;495,1;521,0;506,6;555,7;
00:00:47,300;280,6;487,9;514,2;504,5;552,1;
00:00:47,350;343,8;480,7;507,4;502,4;548,5;
00:00:47,400;352,7;471,7;502,3;499,7;543,9;
00:00:47,450;363,5;476,9;499,8;506,6;549,5;
00:00:47,500;186,3;487,4;498,5;512,6;545,6;
00:00:47,550;366,1;482,7;494,0;515,0;539,9;
